Video,Shot_Boundary,Video,Duration,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments
_KimnwIfhXc,16.0,DsjRBYJTGtw,31,_KimnwIfhXc,1.0,bSyh4oPLXpU,0.5761010887263335,WypekECQUFE,822996.0596800001,bSyh4oPLXpU,0.8,Qp6-A-t0LVM,0.7243491555082386,MWDwZWCfp64,1.0,t9qdpPeqQfQ,2,bSyh4oPLXpU,0.5892131117273077,bSyh4oPLXpU,0.5197305189776048,bSyh4oPLXpU,"[0.5479564099945532, 0.5494544582879451, 0.5510417517701529]",bSyh4oPLXpU,0.2,bSyh4oPLXpU,"[0.572412854030501, 0.5734749455337691, 0.5740740740740741]",bSyh4oPLXpU,4,uVzhtuuy0b8,5
daIrc6uBRkc,5.0,R7JBDzuHVb4,101,daIrc6uBRkc,0.6252624052234231,43_vQdp2k_o,0.2486809954549485,Sd4C8_FMdjA,729636.9245016807,43_vQdp2k_o,0.4,O7jAhwbUfNE,0.7237090277671814,tCl_yDquP9o,1.0,78lnkMgee5k,21,43_vQdp2k_o,0.1605757360008548,43_vQdp2k_o,0.32815424918552816,43_vQdp2k_o,"[0.06804307371096588, 0.06842002541757444, 0.0665103031953522]",43_vQdp2k_o,0.6,43_vQdp2k_o,"[0.0562636165577342, 0.056917211328976036, 0.05555555555555555]",43_vQdp2k_o,5,bSyh4oPLXpU,9
eBDXxtnRp4Y,15.0,Y3qYT60DSKQ,31,eBDXxtnRp4Y,1.0,Qp6-A-t0LVM,0.3805963855981221,kUJjvwkcWcg,1337729.029275,Qp6-A-t0LVM,0.4,yx5ZKZY8jX0,0.7249707579612732,s2BwOMBlato,1.0,d0uJxHWaq0k,30,Qp6-A-t0LVM,0.2914810307863268,Qp6-A-t0LVM,0.3955784985054678,Qp6-A-t0LVM,"[0.005101670297748729, 0.005101670297748729, 0.005101670297748729]",Qp6-A-t0LVM,0.6,Qp6-A-t0LVM,"[0.00520152505446623, 0.00520152505446623, 0.00520152505446623]",Qp6-A-t0LVM,3,I7CZuPiY-4o,6
kPiC_fTPIbc,22.0,wZMZdQzoQgo,47,kPiC_fTPIbc,0.8366407419411673,O7jAhwbUfNE,0.09461248507408604,QeVy6TnjKZg,441981.4409666668,O7jAhwbUfNE,0.2,1shK-j_u6LI,0.7241224580340915,W7NgPvQZr7A,1.0,nyOfJTi0jFw,33,O7jAhwbUfNE,0.07061544178476087,O7jAhwbUfNE,0.1288231169041565,O7jAhwbUfNE,"[0.033459732936890606, 0.03463322350798243, 0.03628686515589839]",O7jAhwbUfNE,0.4,O7jAhwbUfNE,"[0.022822243651558983, 0.025136612021857924, 0.026293796207007395]",O7jAhwbUfNE,5,43_vQdp2k_o,1
hPxZiCha6pM,73.0,yYciCBZXg70,87,hPxZiCha6pM,0.6991413063352634,yx5ZKZY8jX0,0.5509698556151279,GfUhExdNjK8,883111.9185266667,yx5ZKZY8jX0,0.8,r6GQEtUREWY,0.7249088997350019,ItX7H66gsrQ,1.0,qi6n_-wB154,30,yx5ZKZY8jX0,0.5247495756111111,yx5ZKZY8jX0,0.5996887216389792,yx5ZKZY8jX0,"[0.4242371787730243, 0.4359336471330957, 0.4452867832739157]",yx5ZKZY8jX0,0.6,yx5ZKZY8jX0,"[0.4088903743315508, 0.42384135472370765, 0.43894830659536543]",yx5ZKZY8jX0,1,Qp6-A-t0LVM,9
Sm_cJiDLQ74,68.0,t9qdpPeqQfQ,71,Sm_cJiDLQ74,0.0,1shK-j_u6LI,0.31437305258384296,Ytz3ljpYwIo,2000296.6461875,1shK-j_u6LI,0.8,G9wSAb_EbkA,0.7243156066307654,Pui78pskx24,1.0,14c5YOc0ZcU,1,1shK-j_u6LI,0.23835768318937825,1shK-j_u6LI,0.3343505332334028,1shK-j_u6LI,"[0.005612669169278616, 0.008797546589887507, 0.07989204448817948]",1shK-j_u6LI,0.6,1shK-j_u6LI,"[0.0018878927035498214, 0.005189882644507617, 0.057868649318463444]",1shK-j_u6LI,3,6yVMik5Mfwk,4
hIqC9IYMUOU,78.0,78lnkMgee5k,60,hIqC9IYMUOU,0.6152538910563409,r6GQEtUREWY,0.4993400405030667,7IcGYHU8WBo,708028.0927166665,r6GQEtUREWY,0.2,Unp24R9UdZE,0.7237104502591221,PzYKsLch4GM,1.0,uVzhtuuy0b8,10,r6GQEtUREWY,0.4622324762838222,r6GQEtUREWY,0.5061873540510087,r6GQEtUREWY,"[0.48237441436751705, 0.48239641776081094, 0.4823586047004841]",r6GQEtUREWY,0.8,r6GQEtUREWY,"[0.4696512233211869, 0.4698478801550119, 0.4699288564983516]",r6GQEtUREWY,3,yx5ZKZY8jX0,3
Bp4tUXc5wZo,26.0,d0uJxHWaq0k,100,Bp4tUXc5wZo,0.9871377743721864,G9wSAb_EbkA,0.3477062447335024,ZzdpNfkh8_0,1430113.234333333,G9wSAb_EbkA,0.0,_8enIDEKrzA,0.7252960590755239,YGmX6m78zDM,1.0,bSyh4oPLXpU,18,G9wSAb_EbkA,0.3366791332216958,G9wSAb_EbkA,0.3717767269417698,G9wSAb_EbkA,"[0.46999508527369294, 0.47279419743157675, 0.4752714109732433]",G9wSAb_EbkA,0.2,G9wSAb_EbkA,"[0.4864047181372549, 0.4907858455882353, 0.5015701593137255]",G9wSAb_EbkA,3,1shK-j_u6LI,14
UK9VU1aJvTI,11.0,nyOfJTi0jFw,60,UK9VU1aJvTI,0.9383153522334068,Unp24R9UdZE,0.5231462474897254,7QV-F7rlmtY,371817.4547073683,Unp24R9UdZE,0.2,aNCk9O7FLwk,0.7257056094351269,Fk6hyUyz0Ko,1.0,I7CZuPiY-4o,9,Unp24R9UdZE,0.4395632905950303,Unp24R9UdZE,0.5684896438891917,Unp24R9UdZE,"[0.3628301614763552, 0.3637391067538126, 0.3653616397539407]",Unp24R9UdZE,0.4,Unp24R9UdZE,"[0.37635524798154557, 0.37712418300653594, 0.37927720107650903]",Unp24R9UdZE,3,r6GQEtUREWY,1
JCHm9BeCSlo,21.0,qi6n_-wB154,30,JCHm9BeCSlo,0.907165767573082,_8enIDEKrzA,0.3875699715295069,yEH4Yum4nN4,1374682.8590642856,_8enIDEKrzA,0.8,XvcdllFeFBY,0.7229451022364877,_IYJO-Ik7Pg,1.0,43_vQdp2k_o,10,_8enIDEKrzA,0.41247895661497225,_8enIDEKrzA,0.3878622921345109,_8enIDEKrzA,"[0.6312596288515407, 0.6344924428104574, 0.6419084091970122]",_8enIDEKrzA,0.4,_8enIDEKrzA,"[0.6420634920634921, 0.6504201680672269, 0.6606442577030812]",_8enIDEKrzA,3,G9wSAb_EbkA,18
Kjmq-ADfcGw,31.0,14c5YOc0ZcU,53,Kjmq-ADfcGw,0.9003418708227197,aNCk9O7FLwk,0.5453963427478355,oeYKFRV34kY,529529.2694333333,aNCk9O7FLwk,0.0,bjBbFn6celE,0.7249134927988052,K5fn087Jk4I,1.0,Qp6-A-t0LVM,26,aNCk9O7FLwk,0.3972048155613459,aNCk9O7FLwk,0.576099510364668,aNCk9O7FLwk,"[0.0, 0.0, 0.0]",aNCk9O7FLwk,0.4,aNCk9O7FLwk,"[0.0, 0.0, 0.0]",aNCk9O7FLwk,3,Unp24R9UdZE,5
UW4K0hKqLX8,6.0,uVzhtuuy0b8,30,UW4K0hKqLX8,0.9709505944546686,XvcdllFeFBY,0.14715065165459562,JvjmH9w8_GU,359083.52593333344,XvcdllFeFBY,0.8,SPCR1GBnSy8,0.7246127516724342,7-OnEe-dauE,1.0,6yVMik5Mfwk,32,XvcdllFeFBY,0.12548571073208542,XvcdllFeFBY,0.16402577258905673,XvcdllFeFBY,"[0.11776807598039236, 0.11825061274509828, 0.11618148223795681]",XvcdllFeFBY,0.8,XvcdllFeFBY,"[0.08784495279593318, 0.08833514887436456, 0.0872004357298475]",XvcdllFeFBY,5,_8enIDEKrzA,6
T_y3HfRGRek,14.0,bSyh4oPLXpU,60,T_y3HfRGRek,0.9967916319816366,bjBbFn6celE,0.377462136100384,69MpLiYhsXw,1164979.146115,bjBbFn6celE,0.2,yj9iEcOQDeo,0.7238568988713351,LMCGADFNDiQ,1.0,yx5ZKZY8jX0,19,bjBbFn6celE,0.3566617912713138,bjBbFn6celE,0.40674179554906653,bjBbFn6celE,"[0.42408133623819877, 0.4240524010530138, 0.4243936092955702]",bjBbFn6celE,0.2,bjBbFn6celE,"[0.4281045751633987, 0.42799564270152507, 0.428322440087146]",bjBbFn6celE,1,aNCk9O7FLwk,5
yKY2O4KFmMU,14.0,43_vQdp2k_o,15,yKY2O4KFmMU,0.7905013842153699,SPCR1GBnSy8,0.32831153096035903,OXD8gB2OkAg,2149322.71841,SPCR1GBnSy8,0.2,OJVwWi9s4z4,0.7244143131616954,tpD4ZPamt68,1.0,EJxibzQfeBA,10,SPCR1GBnSy8,0.2301964362789472,SPCR1GBnSy8,0.36234508823440403,SPCR1GBnSy8,"[0.0, 0.0, 0.0]",SPCR1GBnSy8,0.2,SPCR1GBnSy8,"[0.0, 0.0, 0.0]",SPCR1GBnSy8,5,XvcdllFeFBY,12
bXL8QPWLbBo,23.0,Qp6-A-t0LVM,120,bXL8QPWLbBo,0.8238116333123173,yj9iEcOQDeo,0.2523399053377545,BRKbcWGkw1I,1178647.616826667,yj9iEcOQDeo,1.0,cFPEoqZtbCY,0.7238599187449405,sqxPcurgxUA,1.0,r6GQEtUREWY,21,yj9iEcOQDeo,0.2562275117775596,yj9iEcOQDeo,0.29357931834539364,yj9iEcOQDeo,"[0.12240649963689179, 0.12125703522149603, 0.12336533224400868]",yj9iEcOQDeo,0.4,yj9iEcOQDeo,"[0.10846042120551924, 0.10860566448801742, 0.10918663761801016]",yj9iEcOQDeo,5,bjBbFn6celE,5
d4m2LDCuADg,31.0,O7jAhwbUfNE,40,d4m2LDCuADg,0.0,OJVwWi9s4z4,0.41243286450878,8nG_wVxO7EM,465059.80182000005,OJVwWi9s4z4,0.2,kM-mQ1aTfs0,0.7228430275406156,AvBKlBhfgPc,1.0,tPZQkkbuD2c,16,OJVwWi9s4z4,0.4366823973979996,OJVwWi9s4z4,0.4142047725707677,OJVwWi9s4z4,"[0.5794541855203615, 0.5790627468936297, 0.5793978937728935]",OJVwWi9s4z4,0.8,OJVwWi9s4z4,"[0.6172592113768584, 0.6157293686705452, 0.6159556130144366]",OJVwWi9s4z4,5,SPCR1GBnSy8,21
erhsuXTyDww,15.0,yx5ZKZY8jX0,35,erhsuXTyDww,0.9034535552068336,cFPEoqZtbCY,0.2514493672756702,vnOyMSEWNTs,557937.1984247778,cFPEoqZtbCY,0.6,zN1id2dmH3o,0.7251057346661886,jdpQir1sqiQ,1.0,Unp24R9UdZE,18,cFPEoqZtbCY,0.2383835794256389,cFPEoqZtbCY,0.2626644098706551,cFPEoqZtbCY,"[0.38398951964298267, 0.3764507783400099, 0.3709972151943213]",cFPEoqZtbCY,0.0,cFPEoqZtbCY,"[0.45983554712207464, 0.4400379506641366, 0.4154754374868227]",cFPEoqZtbCY,3,yj9iEcOQDeo,6
Pc5gHm8Po20,48.0,1shK-j_u6LI,90,Pc5gHm8Po20,0.9967916319816366,kM-mQ1aTfs0,0.15197064896264265,DvpKouRTCx0,1394481.3263548382,kM-mQ1aTfs0,0.2,w7cQRr5Yca8,0.7254031625660983,o50_ZlMnjqY,1.0,_8enIDEKrzA,28,kM-mQ1aTfs0,0.14228300124873566,kM-mQ1aTfs0,0.15735822519057782,kM-mQ1aTfs0,"[0.1831940067693744, 0.18185553804855267, 0.18207670985060678]",kM-mQ1aTfs0,0.6,kM-mQ1aTfs0,"[0.14338935574229691, 0.14257703081232492, 0.14242296918767508]",kM-mQ1aTfs0,3,OJVwWi9s4z4,1
f8T8eWBmls0,34.0,r6GQEtUREWY,113,f8T8eWBmls0,0.9871377743721864,zN1id2dmH3o,0.5409055742833134,S_US6re0sHM,640122.6468833333,zN1id2dmH3o,0.6,Ry1X61Vf33U,0.7253368273377419,solPCNc_0Ww,1.0,aNCk9O7FLwk,19,zN1id2dmH3o,0.5967640666563125,zN1id2dmH3o,0.5087890463844466,zN1id2dmH3o,"[0.6683982956608571, 0.668162672476398, 0.6670239878358751]",zN1id2dmH3o,1.0,zN1id2dmH3o,"[0.672276688453159, 0.6723311546840959, 0.6720860566448802]",zN1id2dmH3o,3,cFPEoqZtbCY,6
wbtlv2cImxM,39.0,G9wSAb_EbkA,107,wbtlv2cImxM,0.976020648236615,w7cQRr5Yca8,0.5672052924237599,pXI340MQ2-o,1267722.3366266666,w7cQRr5Yca8,0.0,2_Egqs-sYzg,0.7272734310891893,psgJqcvkTuE,1.0,XvcdllFeFBY,9,w7cQRr5Yca8,0.4328627108225448,w7cQRr5Yca8,0.5387026129308711,w7cQRr5Yca8,"[0.0, 0.0, 0.0]",w7cQRr5Yca8,0.6,w7cQRr5Yca8,"[0.0, 0.0, 0.0]",w7cQRr5Yca8,3,kM-mQ1aTfs0,5
owZLdJIfPw4,34.0,Unp24R9UdZE,17,owZLdJIfPw4,0.9871377743721864,Ry1X61Vf33U,0.3753812560673007,xxYjJ341_Fg,1481888.6315816669,Ry1X61Vf33U,1.0,I6COwgigJ-g,0.7263872657997019,83_ceB0TsiY,1.0,bjBbFn6celE,12,Ry1X61Vf33U,0.4683587451846556,Ry1X61Vf33U,0.2559213985528625,Ry1X61Vf33U,"[0.591523579339143, 0.5903726397966595, 0.5885191993464053]",Ry1X61Vf33U,0.8,Ry1X61Vf33U,"[0.6390522875816994, 0.6373093681917211, 0.6339869281045751]",Ry1X61Vf33U,2,zN1id2dmH3o,9
6-2L4PTV14A,77.0,_8enIDEKrzA,35,6-2L4PTV14A,0.8465618461461522,2_Egqs-sYzg,0.6662313571820617,tqVrAFFovNM,1298838.1070766668,2_Egqs-sYzg,0.0,j2KZDg7giDk,0.7264583865801494,Rh8GbPnoqCI,1.0,SPCR1GBnSy8,9,2_Egqs-sYzg,0.7994140414512979,2_Egqs-sYzg,0.4402352436523305,2_Egqs-sYzg,"[0.9897779593318808, 0.9900348583877995, 0.9901770152505447]",2_Egqs-sYzg,0.2,2_Egqs-sYzg,"[0.998082788671024, 0.998082788671024, 0.9981699346405228]",2_Egqs-sYzg,3,w7cQRr5Yca8,1
o3AWcdWVqgk,27.0,aNCk9O7FLwk,41,o3AWcdWVqgk,0.9879565014919158,I6COwgigJ-g,0.8736736823006088,RaFcbOBw8bI,1285530.7007222222,I6COwgigJ-g,0.2,Owywvqg5IOQ,0.7229921996593476,tpeEqt3kpKM,1.0,yj9iEcOQDeo,2,I6COwgigJ-g,0.9373664068254932,I6COwgigJ-g,0.7663630870376344,I6COwgigJ-g,"[0.9799843747022616, 0.9800884996855888, 0.9799496822538536]",I6COwgigJ-g,1.0,I6COwgigJ-g,"[1.0, 1.0, 1.0]",I6COwgigJ-g,5,Ry1X61Vf33U,5
faAZo970RA4,4.0,XvcdllFeFBY,90,faAZo970RA4,0.5665095065529053,j2KZDg7giDk,0.6458714419844024,YAhMheigaZE,1098205.8738666666,j2KZDg7giDk,0.2,WYsrlger-2A,0.724442272082619,WGQdXUw2uSU,1.0,OJVwWi9s4z4,25,j2KZDg7giDk,0.6588021431406589,j2KZDg7giDk,0.7041824510854585,j2KZDg7giDk,"[0.8130054579702255, 0.8151006490559191, 0.8179814587872188]",j2KZDg7giDk,0.0,j2KZDg7giDk,"[0.8443899782135077, 0.8458877995642702, 0.8474400871459695]",j2KZDg7giDk,3,2_Egqs-sYzg,9
Bf_z_7B4Ifw,62.0,bjBbFn6celE,15,Bf_z_7B4Ifw,0.8944518845341284,Owywvqg5IOQ,0.09763699525363703,hlDFpwZPWJY,745256.2480000004,Owywvqg5IOQ,0.8,3d5id_cwHUM,0.723592915318229,Z2ZxKWNbncE,1.0,cFPEoqZtbCY,25,Owywvqg5IOQ,0.07375875640012483,Owywvqg5IOQ,0.14126115694717598,Owywvqg5IOQ,"[0.016044408255472212, 0.017542330131157614, 0.009207653419309562]",Owywvqg5IOQ,0.8,Owywvqg5IOQ,"[0.013778128701144888, 0.01564679563100408, 0.006013949203842611]",Owywvqg5IOQ,3,Snoxw4F6xp0,5
cYIN-b8qjmo,19.0,SPCR1GBnSy8,89,cYIN-b8qjmo,0.9633355456726842,WYsrlger-2A,0.4510224116932924,y7ROJjWS2L0,846413.66636,WYsrlger-2A,0.6,NwM0YG_uTS8,0.7252427706351647,g_AtNY0bYAA,1.0,kM-mQ1aTfs0,25,WYsrlger-2A,0.3906671031161131,WYsrlger-2A,0.5121500614596121,WYsrlger-2A,"[0.32422891723060904, 0.3244981635722135, 0.3248755711724218]",WYsrlger-2A,1.0,WYsrlger-2A,"[0.32406732604546246, 0.3247267048412285, 0.32543813985771297]",WYsrlger-2A,3,j2KZDg7giDk,5
dSEI_Iny_zc,12.0,yj9iEcOQDeo,18,dSEI_Iny_zc,0.7219280948873623,3d5id_cwHUM,0.13427364866759467,8zTDbpxT8ZI,469110.0267343751,3d5id_cwHUM,0.2,HAIWK9IXpHg,0.7257236901082491,9cLZQ_2ITLI,1.0,zN1id2dmH3o,23,3d5id_cwHUM,0.10806811022259827,3d5id_cwHUM,0.16380267916147942,3d5id_cwHUM,"[0.10392233937600197, 0.09958179183623136, 0.09675961894191637]",3d5id_cwHUM,0.6,3d5id_cwHUM,"[0.06888642249352572, 0.06681465038845727, 0.06307806141324454]",3d5id_cwHUM,5,Owywvqg5IOQ,6
9n0w7F5hGYM,20.0,OJVwWi9s4z4,61,9n0w7F5hGYM,0.8904916402194913,NwM0YG_uTS8,0.7246795966842445,UKn_7fyB5fw,567627.9502766668,NwM0YG_uTS8,0.0,Lgitw016T44,0.7267922123273214,QLPyuFVKGak,1.0,w7cQRr5Yca8,2,NwM0YG_uTS8,0.7105608256996161,NwM0YG_uTS8,0.7274507734333806,NwM0YG_uTS8,"[0.7922193941679235, 0.7899709024635496, 0.790992207139266]",NwM0YG_uTS8,0.4,NwM0YG_uTS8,"[0.7929110105580693, 0.7900150829562594, 0.7902865761689292]",NwM0YG_uTS8,2,WYsrlger-2A,9
POGBdDSVybk,16.0,cFPEoqZtbCY,31,POGBdDSVybk,0.7424875695421236,HAIWK9IXpHg,0.5377393296016114,lSYMX6PmT34,1553921.07925,HAIWK9IXpHg,0.0,1DHo8fYFsd0,0.7231704956955379,x24tpUkfL5w,0.0,Ry1X61Vf33U,24,HAIWK9IXpHg,0.5456033845973491,HAIWK9IXpHg,0.5301289669347843,HAIWK9IXpHg,"[0.7019992620704193, 0.6991512711715508, 0.6956138212453438]",HAIWK9IXpHg,0.2,HAIWK9IXpHg,"[0.7863272190596668, 0.7851781572844191, 0.7832595403752899]",HAIWK9IXpHg,4,3d5id_cwHUM,9
7TxknbusTa8,13.0,kM-mQ1aTfs0,58,7TxknbusTa8,0.9871377743721864,Lgitw016T44,0.737106455566272,xDrHWtN2-C0,563056.8307866666,Lgitw016T44,0.2,B-xG3D8OMQk,0.7239270627498626,1SlSxuhLJVE,-1.0,2_Egqs-sYzg,10,Lgitw016T44,0.7682208483431147,Lgitw016T44,0.7334815893705114,Lgitw016T44,"[0.7701342864923749, 0.7711291394335511, 0.7754190904139435]",Lgitw016T44,0.6,Lgitw016T44,"[0.8475294117647059, 0.8511111111111112, 0.8580261437908496]",Lgitw016T44,2,NwM0YG_uTS8,21
dUig9IAwggM,11.0,zN1id2dmH3o,30,dUig9IAwggM,0.4523816230590105,1DHo8fYFsd0,0.17109548673100075,uY3tZNrIstA,756215.9776833333,1DHo8fYFsd0,1.0,M-XIMtd8ilM,0.7249700360827975,5DjgnckVwYE,1.0,Snoxw4F6xp0,8,1DHo8fYFsd0,0.12435496205572195,1DHo8fYFsd0,0.19264761930962365,1DHo8fYFsd0,"[0.05887027959331879, 0.05860130718954249, 0.058797294843863465]",1DHo8fYFsd0,0.4,1DHo8fYFsd0,"[0.032919389978213504, 0.033594771241830065, 0.03398692810457516]",1DHo8fYFsd0,4,HAIWK9IXpHg,19
EY4c2mh15Yk,7.0,w7cQRr5Yca8,21,EY4c2mh15Yk,0.7706290693639405,BhYnz0JQKUo,0.5378421813441423,Y_7WgXAlLFg,2103510.958756756,BhYnz0JQKUo,1.0,w04xmH2SOLA,0.7240660774211088,W9yu66upJtE,1.0,j2KZDg7giDk,24,BhYnz0JQKUo,0.530776060301152,BhYnz0JQKUo,0.5547954676590745,BhYnz0JQKUo,"[0.6131584224598929, 0.6101866256144333, 0.6055019783395452]",BhYnz0JQKUo,0.6,BhYnz0JQKUo,"[0.6390050234970021, 0.6376924323448387, 0.636250202560363]",BhYnz0JQKUo,3,Lgitw016T44,18
OkT_d2OTgv0,18.0,Ry1X61Vf33U,15,OkT_d2OTgv0,0.9709505944546686,B-xG3D8OMQk,0.3450102776711646,qoxRKfaG36Y,581828.4114095237,B-xG3D8OMQk,1.0,4Zv9vRz4QYM,0.7260810613632203,j70ha1PUlqk,1.0,Owywvqg5IOQ,21,B-xG3D8OMQk,0.3087428960948161,B-xG3D8OMQk,0.3649047922502335,B-xG3D8OMQk,"[0.2493512006251776, 0.24895655726058538, 0.24842835322534806]",B-xG3D8OMQk,0.4,B-xG3D8OMQk,"[0.23554987212276216, 0.2348678601875533, 0.23286445012787724]",B-xG3D8OMQk,3,1DHo8fYFsd0,6
sfluIhj8Ef4,31.0,2_Egqs-sYzg,15,sfluIhj8Ef4,0.8931734583778568,M-XIMtd8ilM,0.4686995969788893,9u9tDUHwCio,559509.975,M-XIMtd8ilM,0.0,oeYKFRV34kY,0.7242309677189794,iKdEbzF7xpk,1.0,WYsrlger-2A,7,M-XIMtd8ilM,0.3631640632689574,M-XIMtd8ilM,0.4817353447065213,M-XIMtd8ilM,"[0.28901016702977483, 0.2894171205519244, 0.2901584059549745]",M-XIMtd8ilM,0.8,M-XIMtd8ilM,"[0.2138562091503268, 0.21446623093681919, 0.21577342047930284]",M-XIMtd8ilM,4,B-xG3D8OMQk,6
F0ZSXQCXX1A,8.0,I6COwgigJ-g,114,F0ZSXQCXX1A,0.7531979910695014,w04xmH2SOLA,0.1983227076004377,a7w7CTL8VaE,1098235.4706666665,w04xmH2SOLA,0.6,Kx48dmDB28U,0.7225671903840427,36PqkY398U8,1.0,3d5id_cwHUM,2,w04xmH2SOLA,0.12051419312527535,w04xmH2SOLA,0.23646766855838536,w04xmH2SOLA,"[0.008302938407001218, 0.00828803519995569, 0.008243637144123185]",w04xmH2SOLA,0.8,w04xmH2SOLA,"[0.00884014622798272, 0.00884014622798272, 0.00872382851445663]",w04xmH2SOLA,1,M-XIMtd8ilM,5
WTHkY42X8FI,23.0,j2KZDg7giDk,30,WTHkY42X8FI,0.783776947484701,4Zv9vRz4QYM,0.6177215387386021,igqR7Pcxfmk,926915.7468788313,4Zv9vRz4QYM,0.8,JOJ01KXTw-A,0.7236552774906159,KJXzkUH72cY,1.0,NwM0YG_uTS8,15,4Zv9vRz4QYM,0.4372900162800652,4Zv9vRz4QYM,0.5721463919809571,4Zv9vRz4QYM,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",4Zv9vRz4QYM,0.6,4Zv9vRz4QYM,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",4Zv9vRz4QYM,3,4Zv9vRz4QYM,6
lNfPcMGneb0,29.0,Owywvqg5IOQ,59,lNfPcMGneb0,0.9843432030984678,oeYKFRV34kY,0.2405113805469085,YCejo7c6pBs,638761.5771266668,oeYKFRV34kY,0.2,PKvNCP76fvM,0.7253509163856506,AQ_XSHpIbZE,1.0,HAIWK9IXpHg,19,oeYKFRV34kY,0.2203656938347724,oeYKFRV34kY,0.2761179864580916,oeYKFRV34kY,"[0.20097928581154692, 0.20118523624727666, 0.20143651847313]",oeYKFRV34kY,0.6,oeYKFRV34kY,"[0.21467864923747276, 0.2150462962962963, 0.2153186274509804]",oeYKFRV34kY,5,oeYKFRV34kY,4
ThIrw_LpuRA,19.0,WYsrlger-2A,45,ThIrw_LpuRA,0.9744894033980523,Kx48dmDB28U,0.10693685413421444,5UzfYJ-mkzc,1994954.9740000002,Kx48dmDB28U,0.4,0ji_-OJlVbI,0.7250480708086265,OvfU1NpCJQQ,1.0,Lgitw016T44,19,Kx48dmDB28U,0.09329556370799674,Kx48dmDB28U,0.14430643558259745,Kx48dmDB28U,"[0.1089246039851126, 0.10927749977305735, 0.109069535221496]",Kx48dmDB28U,0.2,Kx48dmDB28U,"[0.09281045751633987, 0.09325980392156863, 0.09364106753812636]",Kx48dmDB28U,3,Kx48dmDB28U,25
vQt2NRT5yP4,0.0,SXy6JElmgHU,75,vQt2NRT5yP4,0.0,JOJ01KXTw-A,0.22442072581984385,_UKLncvGxQ8,1803260.9186,JOJ01KXTw-A,0.2,_XOa7zVqxA4,0.7245318808338859,WzTSE6kcLwY,1.0,1DHo8fYFsd0,8,JOJ01KXTw-A,0.212133390292347,JOJ01KXTw-A,0.2194753871215247,JOJ01KXTw-A,"[0.2791683062113735, 0.28855356031301405, 0.2895629084967321]",JOJ01KXTw-A,0.2,JOJ01KXTw-A,"[0.2243030545551554, 0.2320394824596505, 0.23303988261971456]",JOJ01KXTw-A,3,JOJ01KXTw-A,21
qiFQsxGUQOI,13.0,NwM0YG_uTS8,27,qiFQsxGUQOI,0.9871377743721864,PKvNCP76fvM,0.3507084128256627,YJeaO0trUoQ,1461563.6675555557,PKvNCP76fvM,0.2,b2UUhm4edyc,0.7241959611574809,ycbHldRpo9k,1.0,B-xG3D8OMQk,2,PKvNCP76fvM,0.3195977887856299,PKvNCP76fvM,0.3480168360221833,PKvNCP76fvM,"[0.3250725308641976, 0.34032207697893985, 0.35873284313725495]",PKvNCP76fvM,0.6,PKvNCP76fvM,"[0.27851851851851855, 0.29368191721132897, 0.3126797385620915]",PKvNCP76fvM,2,PKvNCP76fvM,1
_G-PTQ2OWe4,26.0,HAIWK9IXpHg,62,_G-PTQ2OWe4,0.5665095065529053,0ji_-OJlVbI,0.42735892060260255,JzaYcTPLWbE,1367121.2573,0ji_-OJlVbI,0.8,Jg5--STf-iE,0.7236609025435015,4F-fzXW1xUM,0.0,M-XIMtd8ilM,21,0ji_-OJlVbI,0.3150318229964261,0ji_-OJlVbI,0.4480821887170143,0ji_-OJlVbI,"[0.02175821982737116, 0.02175821982737116, 0.02175821982737116]",0ji_-OJlVbI,0.6,0ji_-OJlVbI,"[0.016404729830863645, 0.016404729830863645, 0.016404729830863645]",0ji_-OJlVbI,3,0ji_-OJlVbI,1
GhFGH3Rj_94,11.0,Lgitw016T44,60,GhFGH3Rj_94,0.9480782435939054,_XOa7zVqxA4,0.33464598092256503,GXru4Q7Lgxo,941199.4503222221,_XOa7zVqxA4,0.2,XLpQDBP20X0,0.7239925717485363,yD94CV7kLHE,1.0,w04xmH2SOLA,19,_XOa7zVqxA4,0.3107088816724602,_XOa7zVqxA4,0.33975824351343364,_XOa7zVqxA4,"[0.3297306380113774, 0.3290291394335512, 0.3280992230997339]",_XOa7zVqxA4,0.4,_XOa7zVqxA4,"[0.2877904865649964, 0.28649237472766886, 0.28430464778503994]",_XOa7zVqxA4,5,_XOa7zVqxA4,18
